1500,1280,720,90,756.5747,745.1895,636.2811,961.4120,53.5899,1.32
1500,1280,720,90,738.6934,722.8637,633.7776,1182.4293,75.3000,1.35
1500,1280,720,90,735.5307,726.4042,644.6761,952.1638,50.6708,1.36
1500,1280,720,90,742.1930,737.3289,661.6775,890.6658,39.5118,1.35
1500,1280,720,90,732.2344,730.5601,448.4371,1015.5332,60.2467,1.37
2000,1280,720,90,916.6490,917.8153,820.0905,1099.2812,46.6878,1.09
2000,1280,720,90,916.8305,908.6363,852.6543,1186.0540,48.1578,1.09
2000,1280,720,90,914.7140,914.1124,837.9114,1009.5318,37.7987,1.09
2000,1280,720,90,909.7642,904.9931,846.8058,1087.2340,46.1664,1.10
2000,1280,720,90,894.8535,912.2600,508.1382,1489.9631,146.8636,1.12
2000,1280,720,90,955.6159,947.3834,865.6768,1210.7323,53.0461,1.05
2000,1280,720,90,935.2520,949.9051,518.9553,1172.5968,121.2366,1.07
2000,1280,720,90,964.8427,953.6492,853.5579,1139.3570,53.8034,1.04
2000,1280,720,90,944.1662,972.5760,521.1014,1579.4974,175.9085,1.06
2000,1280,720,90,1026.2912,1025.0443,892.2111,1342.6877,79.7772,0.97
3000,1280,720,90,1526.2874,1512.9757,1402.2031,1787.6592,75.7136,0.66
3000,1280,720,90,1490.0342,1489.0478,1366.5270,1740.8731,52.9641,0.67
3000,1280,720,90,1488.1186,1474.5841,1389.4035,1672.6948,60.0685,0.67
3000,1280,720,90,1479.1545,1470.8297,1364.7550,1722.5253,56.2477,0.68
3000,1280,720,90,1466.3719,1445.3901,1361.0216,2487.7620,124.4696,0.68
3000,1280,720,90,1458.6732,1452.2323,1383.0232,1617.1517,39.4661,0.69
3000,1280,720,90,1489.0958,1485.8127,1385.5153,1608.9190,38.4557,0.67
3000,1280,720,90,1435.0877,1430.9419,1338.5665,1567.1551,40.0474,0.70
3000,1280,720,90,1435.7761,1433.8980,1342.3387,1594.3857,38.2701,0.70
3000,1280,720,90,1456.6521,1454.3250,1379.5600,1551.1714,36.6796,0.69
5000,1280,720,90,2338.1880,2323.0267,2224.5055,2568.9575,61.6461,0.43
5000,1280,720,90,2382.8103,2370.8594,2235.0308,2926.0620,91.7973,0.42
5000,1280,720,90,2415.6924,2416.2033,2228.6011,2745.0141,65.2016,0.41
5000,1280,720,90,2394.6810,2381.1760,2201.7031,2762.3033,95.7680,0.42
5000,1280,720,90,2360.7444,2356.9786,2216.3973,2591.4727,68.6733,0.42
